,text,intent_ovr
29122,ultimately that 's what makes it worth a recommendation,review
17407,The most brilliant and brutal UK crime film,review
33971,"is a subversive element to this Disney cartoon , providing unexpected fizzability",review
73629,in New York City,review
30222,consistently amusing but,review
4733,"your seat with its shape-shifting perils , political intrigue and brushes",review
85326,nearly as captivating as the rowdy participants think it is,review
18874,However sincere it may be,review
46833,-- ever so gracefully --,review
2060,his sense of humor,review
46235,major studio production,review
74989,an action icon,review
33195,jams too many prefabricated story elements into the running time,review
17323,is life affirming,review
83166,any new insight,review
10780,is less than 90 minutes,review
4508,Good-looking but relentlessly lowbrow outing,review
20487,the original was not,review
73530,a mystery devoid,review
14286,of the Cotswolds,review
14230,"One of the funniest motion pictures of the year ,",review
483,tricky and satisfying,review
74525,"sweet , funny , charming",review
55550,about a very human one,review
48583,is difficult to fathom .,review
20425,an oily arms dealer,review
53116,Clayburgh and Tambor are charming performers ;,review
8926,our lives and,review
16140,Beautifully shot against the frozen winter landscapes of Grenoble and Geneva,review
53839,of lasting images all its own,review
2136,with keen insights,review
45319,plenty of evidence,review
40626,on extreme urgency,review
22068,crisper and punchier,review
84536,addition to gluing you to the edge of your seat,review
18329,frustrating than a modem that disconnects every 10 seconds,review
32802,happy with the sloppy slapstick comedy,review
31297,to rank with its worthy predecessors,review
2536,is generous and deep,review
54774,of blows dumped on Guei,review
70736,Neither quite a comedy nor a romance,review
41014,all over the place,review
69514,delightfully charming -- and totally American,review
26132,including a knockout of a closing line,review
54048,like the work of a dilettante,review
59506,becoming mired in sentimentality,review
50171,charge money for this ? ',review
76394,a rounded and revealing overview of this ancient holistic healing system,review
39199,It has fun with the quirks of family life,review
75166,may just end up trying to drown yourself in a lake afterwards,review
45720,Angels With Dirty Faces,review
12947,plenty of movies,review
23729,purposefully reductive movie,review
49953,"'s actually pretty funny , but",review
25541,the detail of the book,review
30474,"The acting is amateurish ,",review
53390,be used as analgesic balm for overstimulated minds,review
465,", you still have that option .",review
11368,"charming , funny and beautifully crafted import",review
71289,a captivating drama that will speak to the nonconformist in us all,review
53602,the quaking essence,review
45137,from the Star Wars series,review
51309,the original Ringu with the current Americanized adaptation,review
13722,surrounding us with hyper-artificiality,review
80454,know how to fill a frame,review
72775,never fails to fascinate .,review
40960,saw how bad this movie was,review
39812,thought-provoking and even an engaging mystery,review
64461,The riveting performances by the incredibly flexible cast,review
20651,"say the least , not to mention inappropriate and wildly undeserved",review
26251,sits with square conviction,review
52575,an intense indoor drama,review
9180,"coping , in one way or another , with life",review
10245,fun or energy,review
85249,foreign culture only,review
2684,that bites off more than it can chew by linking the massacre,review
83176,"exploitative for the art houses and too cynical , small",review
39725,charming and funny story,review
45679,Nohe 's documentary about the event is sympathetic without being gullible,review
7537,is n't necessarily,review
30387,bumps up against 21st century reality so hard,review
74653,unfolds like a lazy summer afternoon and,review
28316,among the studio 's animated classics,review
38156,"is -RRB- a fascinating character ,",review
29688,a movie where the upbeat ending feels like a copout,review
34156,"than a visit to McDonald 's , let alone",review
68311,"be seen to better advantage on cable , especially considering its barely",review
49165,when one mulls leaving the familiar to traverse uncharted ground,review
38294,but it 's great cinematic polemic,review
69675,"anything special ,",review
50643,the usual fantasies Hollywood,review
29045,"mouthpieces , visual motifs ,",review
3880,will take away,review
31191,donna Floria Tosca,review
73896,and Mary-Louise Parker,review
78673,is a good and ambitious film,review
69700,"the main character suggests , ` what if",review
31186,does n't disappoint .,review
12422,the communal film experiences,review
71295,the nonconformist in us all,review
63229,cultural differences and emotional expectations collide,review
51263,how they sometimes still can be made,review
46158,", lumpish cipher",review
49258,'re engulfed by it .,review
70475,have a single surprise,review
3731,has seen The Hunger or Cat People,review
44051,Family Fundamentals is an earnest study in despair .,review
82076,and Mr. Fraser,review
75161,you 're depressed about anything before watching this film,review
18040,satisfying movie experience,review
81575,five Filipino-Americans and,review
15850,protect each other,review
4143,director Roger Michell 's tick-tock pacing,review
31190,prima donna Floria Tosca,review
47316,time has decided to stand still,review
25825,been the be-all-end-all of the modern-office anomie films,review
63278,loaded with credits like `` Girl,review
45380,"miscast leads , banal dialogue and an absurdly overblown climax",review
2018,randomness usually achieved only by lottery drawing,review
35465,a film -- rowdy,review
77828,as Big Daddy,review
84429,"trite , predictable rehash",review
63915,very human need,review
72317,will capture the minds and hearts of many,review
21708,the glamorous machine,review
18074,may as well be called `` Jar-Jar Binks : The Movie,review
38727,to the bitter end,review
80971,"fine , focused",review
18323,when it grows up,review
59562,Reno devolves into a laugh-free lecture .,review
18904,a poor fit,review
41844,among too few laughs,review
19354,was kind of terrific once,review
76750,The extent to which it succeeds,review
10887,conventional science-fiction elements,review
13314,float like butterflies and the spinning styx sting like bees .,review
55469,falls flat as a spoof .,review
57133,to try any genre and,review
75015,"too long , too cutesy , too sure of its own importance",review
68343,at the Wal-Mart checkout line,review
3295,in its base concept that you can not help but get,review
72968,contrived to be as naturally charming as it needs to be,review
35318,cut out figures from drawings and photographs and,review
74040,somewhere between the often literal riffs of early Zucker Brothers\/Abrahams films,review
16291,much worse than bland,review
59015,goes straight to video --,review
81587,", drugs , avarice and damaged dreams",review
14564,could n't help,review
9033,"on love , history , memory , resistance and artistic transcendence",review
70139,"of power boats , Latin music and dog tracks",review
80185,Well-meaning but inert .,review
944,even non-techies can enjoy,review
83629,raging throughout this three-hour effort,review
54085,years trying to comprehend it,review
84048,here is unusually tame,review
36631,the Ya-Ya member,review
60839,"overlong and not well-acted ,",review
39714,of the plot ` surprises ',review
46354,one of the year 's most enjoyable releases,review
29904,goes off the rails in its final 10 or 15 minutes,review
70758,of colonialism and empire,review
41070,the potency wanes dramatically,review
49353,a good vampire tale,review
68954,theaters since ... well,review
2255,A film that plays things so nice,review
70950,'m not even a fan of the genre,review
59418,the best performance from either in years,review
25115,that keeps throwing fastballs,review
33291,"A culture-clash comedy that , in addition to being very funny ,",review
24447,the film 's creepy,review
5856,is undone by his pretensions,review
50592,the story 's emotional thrust,review
34655,"eardrum-dicing gunplay ,",review
17278,is up to you to decide if you need to see it,review
73532,be another shameless attempt by Disney,review
36003,Open-ended and composed,review
3085,injects just enough freshness into the proceedings,review
60009,even if you 've never heard of Chaplin,review
29700,none of the happily-ever,review
1764,shocks and bouts,review
37708,its explosive subject matter,review
17592,"a bit exploitative but also nicely done , morally alert",review
38071,erratic as its central character,review
36229,a wet burlap sack of gloom,review
3162,the airhead movie business deserves from him right now,review
7627,enters the land of unintentional melodrama and tiresome love triangles,review
37221,How to Kill Your Neighbor 's Dog is slight but unendurable,review
31161,to Do in Case of Fire,review
20110,"a lovely , sad dance highlighted by Kwan 's unique directing style",review
4511,plays like Clueless Does South Fork,review
46242,a heretofore unfathomable question :,review
31808,about the bottom line,review
37242,"is n't heated properly , so that it ends up",review
34244,a lot to chew on,review
78074,these characters love each other,review
75787,some intelligent observations on the success of Bollywood,review
66321,to play one lewd scene after another,review
45961,are more in line with Steven Seagal,review
7422,are more harmless pranksters than political activists .,review
37207,Life water colors,review
30471,of pop culture,review
30943,star-power potential in this remarkable and memorable film,review
60107,"map thematically and stylistically , and",review
22142,her petite frame and,review
19788,the most random,review
56747,to whether you 've seen pornography or documentary,review
16220,in his own idiosyncratic strain of kitschy goodwill,review
37025,is too bad that this likable movie is n't more accomplished .,review
40861,Ms. Paltrow employs to authenticate her British persona,review
67476,have their funny bones tickled,review
80122,"humor , warmth",review
16883,There 's no conversion effort,review
64896,Often shocking but ultimately worthwhile exploration,review
11809,an alternative lifestyle,review
2501,cuss him out,review
78049,a true delight .,review
6600,can such a cold movie,review
32384,charmless and vacant,review
33479,the best he 's been in years,review
9904,slight coming-of-age\/coming-out tale,review
71486,of movie you see because the theater,review
40645,it well worth watching,review
43051,very well told with an appropriate minimum of means .,review
48881,a Sandra Bullock vehicle or,review
71333,were in diapers,review
52470,you buy Mr. Broomfield 's findings,review
22684,can take the grandkids or the grandparents and,review
74217,so-so animation and,review
6570,", at least it looks pretty",review
59731,that have n't been thoroughly debated in the media,review
2400,big stars and high production values are standard procedure,review
31394,be ` easier,review
40046,"very compelling , sensitive , intelligent and almost cohesive",review
32397,neatly and effectively,review
32406,the terrorist attacks,review
72279,"ravishing costumes , eye-filling",review
58956,-LRB- Harmon -RRB-,review
64800,Deserving of its critical backlash and more .,review
65123,the banality and hypocrisy,review
8935,taking the easy Hollywood road and,review
53121,deserves Eric Schaeffer,review
57326,of his first starring vehicle,review
57249,Yellow Asphalt is an uncompromising film .,review
14215,the film buzz and whir ;,review
58025,another remarkable yet shockingly little-known perspective,review
16833,ca n't quite,review
65314,as a grouchy ayatollah in a cold mosque,review
70486,a muscle or,review
28640,is technically sophisticated in the worst way .,review
20639,frantic and fun,review
39801,is a rather toothless take on a hard young life,review
22882,you 're one of the lucky few who sought it out,review
60240,stale retread of the '53 original,review
35271,of Russian history,review
77737,same time to congratulate himself for having the guts to confront it,review
12818,beyond the grave '' framework,review
53918,"entertaining and , ultimately , more perceptive moment",review
61084,would n't have the guts to make,review
19699,"a lighthearted glow , some impudent snickers ,",review
55901,especially movie musical fans,review
58906,marks for political courage but barely gets by on its artistic merits,review
53858,crosses the finish line winded but still game,review
7189,both Seven and The Silence of the Lambs,review
29327,"so it 's not a brilliant piece of filmmaking ,",review
52137,deliver remarkable performances,review
35979,feel-good family comedy,review
1796,find the new scenes interesting,review
44662,The Right Thing,review
30443,will be over,review
64379,"his twin brother , Donald",review
77706,Witless and utterly pointless .,review
13188,Paid in Full,review
79440,into the light-footed enchantment the material needs,review
4434,again and quite cheered at just that,review
67235,"the annual Riviera spree of flesh , buzz , blab and money",review
14524,into the trap of pretention,review
2661,increasingly diverse French director,review
24951,a watercolor background,review
33127,Bloody Sunday lacks in clarity,review
23789,psychopathic underdogs whale the tar out of unsuspecting lawmen,review
10239,vague without any of its sense of fun or energy,review
34753,it just enough,review
70502,my inner nine-year-old,review
68802,the multi-layers of its characters,review
24407,fresh air now and then,review
4394,give Pinochet 's crimes a political context,review
41668,by Djeinaba Diop Gai,review
29920,on several themes derived from far less sophisticated and knowing horror films,review
76296,A touching drama about old age and grief with a tour de,review
1246,to show us a good time,review
58384,Some motion pictures portray ultimate passion ; others create ultimate thrills,review
85138,strong subject matter,review
47971,"si , pretty much ''",review
75139,his particular talents,review
13517,'s no fizz,review
45015,with lots of laughs,review
80196,a certain part of a man 's body,review
3549,schematic and obvious,review
54260,the movie special,review
55180,"A refreshingly realistic , affectation-free coming-of-age tale .",review
42372,", earnest and -- sadly -- dull",review
1916,that are powerful and moving without stooping to base melodrama,review
25985,so many bad romances,review
15185,"of its star , Kline ,",review
52265,to delight without much of a story,review
9414,"Satin Rouge is not a new , or inventive , journey ,",review
23863,enjoying himself immensely,review
67530,uncomfortably close to pro-Serb propaganda .,review
68178,the obvious voyeuristic potential,review
29790,"Just entertaining enough not to hate , too mediocre to love .",review
14559,The history is fascinating ;,review
29143,ticking time bombs and other Hollywood-action cliches,review
50624,another fabuleux destin,review
72271,very good -LRB- but not great -RRB- movie,review
25965,stand in future years as an eloquent memorial,review
85727,Mr. Reggio 's theory of this imagery as the movie 's set,review
58796,of of others,review
28648,Mordantly funny and,review
4991,the way many of us live -- someplace between consuming self-absorption,review
8349,Did the film inform and educate me ?,review
78801,best dramatic performance to date -LRB- is -RRB-,review
28155,establishes a wonderfully creepy mood .,review
12461,"This movie , a certain scene in particular ,",review
80319,of Phocion 's attentions,review
2272,"An even more predictable , cliche-ridden endeavor than its predecessor .",review
54987,will be occupied for 72 minutes,review
28627,An obvious copy,review
68792,"ugly , irritating",review
71647,a stereotypical one of self-discovery,review
7742,Less an examination,review
52930,", it 's waltzed itself into the art film pantheon .",review
