,text,subject,intent_ovr
9975,"Securities, commodities regulators press U.S. Congress for more funds",politicsNews,facts
9976,Kerry defends trade deals against campaign attacks,politicsNews,facts
9977,"Not an endorsement, but close; Obama comments hint at support for Clinton",politicsNews,facts
9978,Trump remittance plan would violate Mexican rights: Mexico cenbank,politicsNews,facts
9979,"U.S. confident Brazil can meet political, economic challenges: White House",politicsNews,facts
9980,"Top Democrat, in letter, blasts Valeant CEO for lack of cooperation",politicsNews,facts
9981,House Speaker Paul Ryan to rule out 2016 presidential candidacy,politicsNews,facts
9982,"Grassley, Garland reprise 1990s judicial confirmation fight",politicsNews,facts
9983,California to hike funds for new parents on family leave,politicsNews,facts
9984,Trump blasts 'rigged' rules on picking Republican delegates,politicsNews,facts
9985,Police arrest 400 at U.S. Capitol in protest of money in politics,politicsNews,facts
9986,California or bust: Bernie Sanders charts a White House path,politicsNews,facts
9987,Senate committee to take up bill on CFTC,politicsNews,facts
9988,New York City to pursue sweeping homelessness reforms: mayor,politicsNews,facts
9989,"Obama, Fed's Yellen discussed economic risks in White House meeting",politicsNews,facts
9990,Antitrust head Baer to serve as No. 3 at Justice Department,politicsNews,facts
9991,Chicago finance committee approves payouts for police custody deaths,politicsNews,facts
9992,Obama 'pleased' with Fed's Yellen: White House,politicsNews,facts
9993,Two Trump kids won't be voting for Dad in New York primary,politicsNews,facts
9994,"Sanders wins Wyoming, prepares to take on Clinton in New York",politicsNews,facts
9995,Obama says Clinton never jeopardized national security in email case: Fox,politicsNews,facts
9996,U.S. plans to curb tax 'inversions' could hit foreign companies,politicsNews,facts
9997,U.S. Democrat Clinton downplays chance of contested convention,politicsNews,facts
9998,Boston Globe denounces Trump candidacy in 'front page' satire ,politicsNews,facts
9999,Lawyers evasive about ex-U.S. House speaker's alleged sex abuse,politicsNews,facts
10000,"Arizona man challenges primary results, alleging misconduct ",politicsNews,facts
10001,Vatican trip could boost Sanders' fight against Clinton,politicsNews,facts
10002,Exclusive: Blocking Trump could hurt Republicans in election - Reuters/Ipsos poll,politicsNews,facts
10003,Prosecutors say ex-House Speaker Hastert sexually abused boys,politicsNews,facts
10004,Senate primary-race pressures work against Obama's court nominee,politicsNews,facts
10005,"Obama says Trump, Cruz doing Democrats a 'favor'",politicsNews,facts
10006,California to expand paid family leave for new parents,politicsNews,facts
10007,U.S. needs up to 18 more Russian rocket engines: Pentagon,politicsNews,facts
10008,"U.S. hands over 1,100 pages of Benghazi records: House panel chairman",politicsNews,facts
10009,Colorado lawmaker aims to outlaw pot-laced gummy bears,politicsNews,facts
10010,Obama to discuss Islamic State at CIA next week,politicsNews,facts
10011,Poll: Trump extends his lead among Republicans with 42 percent support,politicsNews,facts
10012,New Jersey's Christie loses bid to freeze Atlantic City spending,politicsNews,facts
10013,Leak of Senate encryption bill prompts swift backlash,politicsNews,facts
10014,Papal official denies report Sanders invited himself to Vatican,politicsNews,facts
10015,Bill Clinton confronts protesters who say his crime reforms hurt blacks,politicsNews,facts
10016,"Democrat Sanders, 'big fan of pope,' to attend Vatican conference",politicsNews,facts
10017,Trump adviser says Republicans won't have contested convention ,politicsNews,facts
10018,U.S. leaders must still 'distrust' Iran: Clinton,politicsNews,facts
10019,"In record year for political ads, media buyers see tight market ",politicsNews,facts
10020,"Obama, Republicans urge Trump to soften tone",politicsNews,facts
10021,Ted Cruz hit with 'New York values'; Trump gets Giuliani backing,politicsNews,facts
10022,Bill Clinton defends wife's 'super predator' comment to protesters,politicsNews,facts
10023,Obama defends choice of white male jurist for Supreme Court,politicsNews,facts
10024,"Trump, under fire on many fronts, expands campaign team",politicsNews,facts
10025,Democrats force postponement of committee's vote on SEC nominees,politicsNews,facts
10026,Vanguard CEO 'encouraged' by efforts to revise retirement advice rule,politicsNews,facts
10027,South Carolina bill aims to limit transgender access to bathrooms,politicsNews,facts
10028,Pennsylvania bans bias against transgender people,politicsNews,facts
10029,Model who alleges Trump's agency defrauded her moving forward with case,politicsNews,facts
10030,Senator Markey wants government informed of aviation cyber attacks,politicsNews,facts
10031,White House: Congress would have most impact on fighting tax avoidance,politicsNews,facts
10032,Senators ask Treasury to probe U.S. links to 'Panama Papers' firm,politicsNews,facts
10033,Planned Parenthood sues Indiana for abortion law,politicsNews,facts
10034,"Senator Lindsey Graham wants billions in emergency funds for Egypt, Jordan, Lebanon",politicsNews,facts
10035,"Senator Graham open to selling Boeing F-18 to Kuwait, Qatar",politicsNews,facts
10036,Exclusive: Cruz about even with Trump in Republican presidential race - poll,politicsNews,facts
10037,U.S. senators vote to bolster travel security in FAA bill,politicsNews,facts
10038,Trump cancels California event to stay in New York,politicsNews,facts
10039,Election stirs debate about Fed's handling of political pressure,politicsNews,facts
10040,Factbox: Fed and presidential campaign: where candidates stand ,politicsNews,facts
10041,California bill to fight fashion models' eating disorders advances,politicsNews,facts
10042,Exclusive: White House declines to support encryption legislation - sources,politicsNews,facts
10043,Puerto Rico enacts emergency debt moratorium bill,politicsNews,facts
10044,Lawyers for ex House Speaker Hastert ask judge for probation,politicsNews,facts
10045,Trump opponents buoyed after front-runner's Wisconsin loss,politicsNews,facts
10046,Tennessee bill would allow counselors to deny service based on religion,politicsNews,facts
10047,How Ted Cruz win in Supreme Court hurt U.S.-Mexico relations,politicsNews,facts
10048,Trump would try to squeeze Mexico into funding border wall,politicsNews,facts
10049,Obama urges Congress to take action on corporate tax reform,politicsNews,facts
10050,Alabama governor to face impeachment push in state legislature,politicsNews,facts
10051,"U.S. weakens retirement advice rule, responding to industry",politicsNews,facts
10052,Republicans offer bill to block potential Iran dollar use,politicsNews,facts
10053,White House finds temporary fix in Zika funding fight,politicsNews,facts
10054,Factbox - Department of Labor retirement 'fiduciary' rule ,politicsNews,facts
10055,"Wells Fargo supports 'best-interest' standard, is reviewing new rule",politicsNews,facts
10056,"Labor Dept forecasts costs, retiree gains from fiduciary rule",politicsNews,facts
10057,U.S. securities regulator says 'disappointed' by retirement advice rule,politicsNews,facts
10058,"Democratic White House hopefuls cheer end of Pfizer, Allergan deal",politicsNews,facts
10059,"Mexico replaces top U.S. diplomats, citing hostile climate",politicsNews,facts
10060,"Republican Cruz crushes Trump in Wisconsin, says party will unite",politicsNews,facts
10061,Puerto Rico GO bondholders issue proposal for restructuring,politicsNews,facts
10062,Republican Collins' call for Garland hearings spurned,politicsNews,facts
10063,"Puerto Rico, creditors trade barbs over debt freeze bill",politicsNews,facts
10064,Obama discusses Islamic State threat with Pentagon chief,politicsNews,facts
10065,Senator Grassley to meet Garland despite opposition to nominee ,politicsNews,facts
10066,Trump calls Ford building plant in Mexico 'an absolute disgrace',politicsNews,facts
10067,House ethics committee continues probe of Florida's Grayson,politicsNews,facts
10068,"Pentagon chief wants streamlined, more nimble U.S. military structure",politicsNews,facts
10069,Ex Representative Grimm's restaurant partner to plead guilty: lawyer,politicsNews,facts
10070,Illinois marked 14th straight budget deficit in FY 2015: audit,politicsNews,facts
10071,"Obama to deliver statement on economy Tuesday, after inversions move",politicsNews,facts
10072,Trump makes late push for support on eve of Wisconsin primary,politicsNews,facts
10073,Justice Department in civil rights probe of Arizona election ,politicsNews,facts
10074,"Behind Donald Trump, a son-in-law who is also an adviser",politicsNews,facts
10075,"Clinton, Sanders agree to a April 14 debate: CNN",politicsNews,facts
10076,Senate unanimously approves trade secrets bill,politicsNews,facts
10077,U.S. to raise payments to insurers for Medicare Advantage 2017 plans,politicsNews,facts
10078,Republican Ryan is raising big money but not for White House race,politicsNews,facts
10079,New Jersey sues Atlantic City over school money,politicsNews,facts
10080,Virginia governor vetoes bill to label books 'sexually explicit' in schools,politicsNews,facts
10081,Creditors sue to block Puerto Rico development bank withdrawals,politicsNews,facts
10082,White House supports Senate's trade secrets bill,politicsNews,facts
10083,Planning group puts $43 billion price tag on Illinois transportation fix,politicsNews,facts
10084,New York's Cuomo signs two-tier minimum wage law in push for state-wide $15/hour,politicsNews,facts
10085,"Exclusive: Democrats Clinton, Sanders promise to include Latinos in cabinet",politicsNews,facts
10086,Bernie Sanders' ghost tweeter keeps his Brooklyn accent,politicsNews,facts
10087,Trump's prediction of 'massive recession' puzzles economists,politicsNews,facts
10088,Barron's endorses Kasich for president,politicsNews,facts
10089,"Clinton, Sanders audition for role as anti-Trump candidate",politicsNews,facts
10090,Trump predicts 'very massive recession' in U.S. ,politicsNews,facts
10091,Trump threat to run as independent counterproductive: party chief,politicsNews,facts
10092,State Department says halts review of Clinton emails at FBI request,politicsNews,facts
10093,Obama to delay Spain visit until government is formed: foreign minister,politicsNews,facts
10094,"Obama: Trump doesn't know much about foreign policy, world",politicsNews,facts
10095,Obama says 'no doubt' civilians have been killed in drone strikes,politicsNews,facts
10096,Former New York deputy secretary of state accused of perjury,politicsNews,facts
10097,Hillary Clinton to propose $10 billion manufacturing investment,politicsNews,facts
10098,Trump's probability of winning nomination drops: PredictIt,politicsNews,facts
10099,Trump sued in Kentucky by three who say he incited crowd to violence,politicsNews,facts
10100,U.S. to unveil retirement advice rule next week: source,politicsNews,facts
10101,Mississippi lawmakers approve religion bill amid gay-rights protests,politicsNews,facts
10102,Sanders: Firms must take 'haircut' in Puerto Rico debt crisis,politicsNews,facts
10103,NY state reaches deal to raise minimum wage toward $15 an hour,politicsNews,facts
10104,New York's political leaders reach deal on 2016-17 state budget,politicsNews,facts
